t,a,wc,uwc,ewc,cpc,hc,sc,fc,ac
makes fucking irate jesus . calling ppl like hajime abusive stop strawmen lmao,anger,13,0.0,0.0,0,2.0,0.0,2.0,1.0
dislike people offended littlest shit .,anger,6,0.0,0.0,0,0.0,0.0,2.0,1.0
"liberal outrage don king saying N - word angers . white yuppie progressives fuck , shame blacks",anger,17,0.059000000000000004,0.0,0,1.0,0.0,2.0,0.0
mistake half assed excuse burning hell forever,anger,7,0.0,0.14300000000000002,0,0.0,0.0,1.0,1.0
LVG bribed refs Utd personal revenge . foul prick .,anger,10,0.1,0.1,0,0.0,0.0,3.0,1.0
"clown rage scared shitless , gon na cry room",anger,9,0.0,0.0,0,0.0,0.0,2.0,3.0
twitter picture makes fume .,anger,5,0.0,0.0,0,0.0,0.0,1.0,0.0
"madden career game sucks , ea sports piss poor job year shit",anger,12,0.0,0.083,0,0.0,0.0,3.0,1.0
"majority people irritate fuck , cba people ahahah",anger,8,0.0,0.0,0,0.0,0.0,1.0,0.0
complain time wonder people want . acc rile . Stfuuu ! ! ! !,anger,14,0.0,0.0,3,1.0,0.0,0.0,0.0
Bloods boiling,anger,2,0.0,0.0,0,0.0,0.0,0.0,1.0
find till today bff telling . disgusted offended .,anger,9,0.0,0.111,0,0.0,0.0,2.0,1.0
angry,anger,1,0.0,0.0,0,0.0,0.0,1.0,0.0
hour football practice boiling sun 2hr volleyball practice BOILING SUN,anger,10,0.2,0.2,0,0.0,0.0,0.0,0.0
angry .,anger,2,0.0,0.0,0,0.0,0.0,1.0,0.0
"definitely feel irritation today , lord strength",anger,7,0.0,0.14300000000000002,0,0.0,0.0,1.0,0.0
Forgot eat dinner furious,anger,4,0.0,0.0,0,0.0,0.0,1.0,0.0
fuck boy run drag routes madden,anger,6,0.0,0.0,0,0.0,0.0,1.0,1.0
got fever highsI got boiling blood,anger,6,0.0,0.16699999999999998,0,0.0,0.0,0.0,1.0
people iPhones bitter iPhones ? ? ? ? explain,anger,9,0.0,0.0,3,0.0,0.0,1.0,0.0
giving fuck better revenge .,anger,5,0.0,0.0,0,0.0,0.0,1.0,1.0
Thought Xbox s madden bundle come physical copy madden code 😴 gon na fucking forever download lol,anger,17,0.0,0.059000000000000004,0,0.0,0.0,2.0,2.0
new gun emoji iOS10 anger number things .,anger,8,0.0,0.0,0,0.0,0.0,2.0,1.0
wanna know outrage black black crime knows victims BLM kill cops based media,anger,13,0.077,0.077,0,0.0,0.0,4.0,3.0
Spurs radio commentator referred Mauricio Pochettino ' MoPo ' felt sudden surge rage .,anger,14,0.0,0.14300000000000002,0,0.0,0.0,1.0,1.0
"People need way escape , escape ? corrupted world . reality . joke . fury constant pain stress . need vacation",anger,21,0.0,0.0,0,1.0,0.0,2.0,4.0
love black people . . . . . . . . . . people irritate living hell outta cause different . 😑,anger,22,0.0,0.0,9,1.0,0.0,2.0,1.0
talk politics people nowadays offended easily !,anger,7,0.0,0.0,0,0.0,0.0,1.0,1.0
genuinely think anger issues,anger,4,0.0,0.0,0,0.0,0.0,1.0,0.0
"forget 5Live cancelled programs , allow extend 606 people detail outrage behaviour",anger,12,0.0,0.16699999999999998,0,0.0,0.0,1.0,0.0
rudely says women long hair inner feminist tries rage,anger,9,0.0,0.0,0,0.0,0.0,1.0,1.0
"Absolutely raging changes CAS , joke",anger,6,0.16699999999999998,0.16699999999999998,0,0.0,0.0,1.0,1.0
Girls irritate lol,anger,3,0.0,0.0,0,0.0,0.0,1.0,0.0
Bloody parking ticket 😒 💸,anger,5,0.0,0.0,0,0.0,0.0,1.0,1.0
"like rape apologists ( inadvertently ? ) men sound like rabid , mindless beasts . friends like . . .",anger,20,0.0,0.0,3,4.0,0.0,3.0,3.0
Delete shit Josh screenshotted snap,anger,5,0.0,0.2,0,0.0,0.0,1.0,0.0
"find loved like . love , revenge .",anger,8,0.0,0.0,0,3.0,0.0,1.0,1.0
bitter today 😐,anger,3,0.0,0.33299999999999996,0,0.0,0.0,1.0,0.0
watch greys anatomy Shonda Rimes takes away OG character ☹ ️ ☹ ️ ☹ ️ ☹ ️ ☹ ️ ☹ ️ ☹ ️ ☹ ️ ☹ ️ ☹ ️,anger,29,0.034,0.379,0,0.0,0.0,0.0,0.0
mfs bitter,anger,2,0.0,0.0,0,0.0,0.0,1.0,0.0
"m holiday round , fuming !",anger,6,0.0,0.0,0,1.0,0.0,1.0,0.0
"Like aggravate constantly , byeeeeeeee",anger,5,0.0,0.0,0,1.0,0.0,1.0,0.0
Inpouring letter dying subsist checking quaint virtuoso ways fine huff l . . .,anger,14,0.0,0.071,2,0.0,0.0,0.0,1.0
hitting children discipline raging hypocrite .,anger,6,0.0,0.0,0,0.0,0.0,2.0,1.0
hw tonight m offended,anger,4,0.0,0.25,0,0.0,0.0,1.0,1.0
wee pop socks FALLING INSIDE SHOES,anger,6,0.5,0.0,0,0.0,0.0,0.0,0.0
"seek conduct attacks Israel , intended provoke reaction inflame feeling Islamic world ” . •",anger,15,0.0,0.133,2,0.0,0.0,2.0,1.0
Lost Frequencies / Janieck Devy - Reality ( Gestort Aber Geil Remix ) ' raging ShoutDRIVE !,anger,17,0.0,0.059000000000000004,1,0.0,0.0,1.0,1.0
luv seeing man scowl face walking protein shaker clenching fists . immediately stop n suck dick,anger,16,0.0,0.0,0,0.0,0.0,1.0,0.0
Fake people irritate,anger,3,0.0,0.0,0,0.0,0.0,1.0,0.0
Said : America fortunate black people want equality revenge .,anger,10,0.0,0.1,0,1.0,0.0,1.0,1.0
let d fuming poor keeping,anger,5,0.0,0.0,0,0.0,0.0,1.0,0.0
"Petition non - Maghrebi PoC stop buying ' couscous ' white grocery stores boiling . couscous , trash .",anger,19,0.0,0.053,0,0.0,0.0,0.0,0.0
Yo kid snap chat LA high helium gas lmao . . . . like fuck lol,anger,16,0.062,0.062,3,2.0,0.0,0.0,0.0
. . . flat party instantly bollocked .,anger,8,0.0,0.0,2,1.0,0.0,0.0,0.0
weird grudge stingrays killed Steve Irwin .,anger,7,0.0,0.14300000000000002,0,0.0,0.0,2.0,1.0
saying like big foot like natural biological father says blood boiling cross,anger,12,0.0,0.0,0,3.0,0.0,1.0,1.0
"resent having bed sensible hour , guys . WANT TALK PEOPLE .",anger,12,0.25,0.083,0,0.0,0.0,1.0,0.0
Person ™ bitter seeing ravi stans,anger,6,0.0,0.0,0,0.0,0.0,1.0,0.0
Dear Indians . . hard swallow try swallow bitter pill . . . . . Pakistan number Test cricket ! ! !,anger,22,0.0,0.091,7,0.0,0.0,1.0,0.0
Connivers blind existential fury,anger,4,0.0,0.0,0,0.0,0.0,1.0,1.0
guys irritate,anger,2,0.0,0.0,0,0.0,0.0,1.0,0.0
pretty girls use curse words express anger . feel like little bit surprised turned,anger,14,0.0,0.0,0,2.0,0.0,2.0,1.0
"happily rude people personally insult unprovoked , deserve 👍 good people deserve respect",anger,13,0.0,0.0,0,3.0,0.0,1.0,0.0
AK47 leave spine frown,anger,4,0.25,0.0,0,0.0,0.0,0.0,0.0
Forever angry gh ruined Molly morgan bond / friendship,anger,9,0.0,0.111,0,1.0,0.0,2.0,1.0
' wanna adored ' brother alwayss sings ' wanna dog ' instead irritate,anger,13,0.0,0.0,0,3.0,0.0,1.0,0.0
need help anger,anger,3,0.0,0.0,0,0.0,0.0,1.0,0.0
time remove CB team . Screw . Rip Band - Aid . sting bit .,anger,15,0.067,0.133,0,0.0,0.0,2.0,1.0
Candice standing pout face aggravates week,anger,6,0.0,0.16699999999999998,0,0.0,0.0,1.0,0.0
provoke letting !,anger,3,0.0,0.0,0,0.0,0.0,1.0,0.0
angry drunk lol y weirdos enjoy time,anger,7,0.0,0.0,0,0.0,0.0,1.0,0.0
"deaths , road rage , violations road , despite widely accepted concept ' personal accountability ' driving",anger,17,0.0,0.0,0,0.0,0.0,3.0,3.0
Imagine twitter fume Corbyn loses election Smith leads Labour worse result suggested Corbyn . . Imagine ? ?,anger,18,0.0,0.222,2,0.0,0.0,1.0,0.0
"think Cadres Getting SRC deployment Cadres bitter , Ku tough Macom .",anger,12,0.083,0.16699999999999998,0,0.0,0.0,1.0,0.0
"spend £ 10 shimmy £ 1 drinks raging , know gon na happen",anger,13,0.0,0.154,0,0.0,0.0,1.0,1.0
sister 19 throws legitimate temper tantrums attention . .,anger,9,0.0,0.111,1,0.0,0.0,2.0,0.0
provocation sets curiosity . entity feeding fuel fire . speaking quatrains . Hmmm America needs vigilant,anger,16,0.0,0.062,0,0.0,0.0,1.0,1.0
Guy ugly suit stop expressing displeasure,anger,6,0.0,0.0,0,0.0,0.0,0.0,0.0
puerto Rican Taino hair black nose got ta ruffle targeted feathers ?,anger,12,0.0,0.16699999999999998,0,0.0,0.0,0.0,1.0
Listening Joey helps anger .,anger,5,0.0,0.2,0,0.0,0.0,1.0,0.0
believe messing favourite bakes feel personally offended,anger,7,0.0,0.0,0,0.0,0.0,1.0,1.0
twitter coping mechanism raging kid oops ?,anger,7,0.0,0.0,0,1.0,0.0,1.0,1.0
Ok got called ' White Devil ' train nt know laugh offended,anger,12,0.0,0.083,0,1.0,0.0,2.0,2.0
bee sting suck feel sick,anger,5,0.0,0.0,0,0.0,0.0,1.0,2.0
love people plans actually including process,anger,6,0.0,0.0,0,1.0,0.0,0.0,0.0
pressure burst pipes 😭,anger,4,0.0,0.0,0,0.0,0.0,0.0,0.0
screened snap kind narcissistic ass smh,anger,6,0.0,0.0,0,1.0,0.0,0.0,0.0
jamming fury math class wanting die hbu,anger,7,0.0,0.0,0,0.0,0.0,1.0,2.0
believe Achilles killed !,anger,4,0.0,0.25,0,0.0,0.0,1.0,1.0
Indignation : [ whispers date terrific Lerman / Letts centerpiece scene ] overwhelming sense indignation .,anger,16,0.0,0.125,1,0.0,0.0,2.0,0.0
"leg feels like gon na burst , expected work : ) : )",anger,13,0.0,0.0,3,1.0,0.0,0.0,0.0
"best revenge , , continue succeed . satisfaction watching suffer .",anger,11,0.0,0.0,1,2.0,0.0,1.0,2.0
Brendan Rodgers looks fuming 😭,anger,5,0.0,0.2,0,0.0,0.0,1.0,0.0
baskets better bad mood irritate practice,anger,6,0.0,0.0,0,0.0,0.0,2.0,1.0
chill af want offend .,anger,5,0.0,0.0,0,0.0,0.0,1.0,1.0
"wished sis 12 midnight received reply . 2nd sis wished , got reply . know fav",anger,16,0.0,0.125,0,0.0,0.0,0.0,0.0
oh old things face ? nah tears school related anger frustration nope,anger,12,0.0,0.0,0,0.0,0.0,2.0,0.0
British humour offend challenge mainstream views . Hat Clarkeson . ultra left kneel Allah ! !,anger,16,0.0,0.125,1,0.0,0.0,1.0,1.0
need attention ! pout . .,anger,6,0.0,0.0,1,0.0,0.0,0.0,0.0
Puzzle investing opening portland feodal population correlative straight snorting infuriate : XLzjYhG,anger,12,0.0,0.083,0,0.0,0.0,1.0,0.0
"mean offend , 93 . 7 literally blames white people . cases true , lot times ,",anger,17,0.0,0.11800000000000001,0,0.0,0.0,1.0,1.0
totally knew ' . Trump finally gets revenge son - - law prosecution / imprisonment throws Christie bus .,anger,19,0.0,0.105,2,0.0,0.0,3.0,3.0
belittling kitty straight service ? provoke lift aboard ! : Wycelv,anger,11,0.0,0.091,1,1.0,0.0,2.0,0.0
got angry telling ' 40 year old guy looking girl like ' felt,anger,13,0.0,0.077,0,1.0,0.0,1.0,0.0
teams face Barca Bayern defeat ones face wrath,anger,8,0.0,0.125,0,0.0,0.0,1.0,1.0
streets rage 2 hard find Itunes stepped guys vinyl simple,anger,10,0.0,0.1,0,0.0,0.0,1.0,1.0
people angry veggie burgers n wtf,anger,6,0.0,0.0,0,0.0,0.0,1.0,0.0
"mean watching pilot , nice group actors perform story lines dripping relentless nihilism .",anger,14,0.0,0.0,0,0.0,0.0,0.0,0.0
Egyptian officials expressed frustration outrage Obama / Hillary administration ’s support Muslim Brotherhood,anger,13,0.0,0.308,0,0.0,0.0,2.0,0.0
matt psychological study provocation abusive relationships .,anger,7,0.0,0.0,0,1.0,0.0,2.0,1.0
knew softballs sting bad ? Jimmy Fallon lot heat andldquo;softballandrdquo ; Donald Trump interview,anger,14,0.0,0.14300000000000002,0,0.0,0.0,3.0,2.0
sun literally burning skin,anger,4,0.0,0.0,0,0.0,0.0,0.0,0.0
feel travel 700 miles pick form arrives post days leave .,anger,11,0.0,0.091,0,0.0,0.0,0.0,0.0
Chris ate mac n cheese imma eat taffy,anger,8,0.0,0.125,0,0.0,0.0,0.0,0.0
weird discussing sex resentment confusion thing writing night .,anger,9,0.0,0.0,0,1.0,0.0,1.0,0.0
75 ' Tierney reaches deep cross post plays Alloa defence clear . Celtic relentless .,anger,15,0.0,0.267,0,1.0,0.0,1.0,0.0
embarrassed slightest things fret day hate,anger,6,0.0,0.0,0,0.0,0.0,1.0,1.0
"think Paul bitter , pastry",anger,5,0.0,0.2,0,0.0,0.0,1.0,0.0
"boiling hot , slowly melting , heart frozen .",anger,9,0.0,0.0,0,1.0,0.0,1.0,0.0
Realizing holding grudge long immaturity wisdom,anger,6,0.0,0.0,0,0.0,0.0,1.0,0.0
believe women fiery month struggle struggle develops strong character .,anger,10,0.0,0.1,0,0.0,0.0,0.0,2.0
"m definitely bitter yellow ranger asian , asian representation hollywood essentially shrug",anger,12,0.0,0.083,0,0.0,0.0,1.0,0.0
momma irritate asking questions like gone,anger,6,0.0,0.0,0,1.0,0.0,1.0,0.0
offend u,anger,2,0.0,0.0,0,0.0,0.0,1.0,1.0
np rum rage,anger,3,0.0,0.0,0,0.0,0.0,1.0,1.0
bloke train obviously trying provoke West Ham fans loudly slagging stadium mate phone,anger,13,0.0,0.077,0,0.0,0.0,1.0,0.0
"Trumpism likewise rests bed racial resentment knowingly intentionally , long Trump got politics .",anger,14,0.0,0.14300000000000002,0,0.0,0.0,1.0,0.0
"let general tweet offend , definitely twitter .",anger,8,0.0,0.0,0,0.0,0.0,1.0,1.0
straight people canoodling quad,anger,4,0.0,0.0,0,0.0,0.0,0.0,0.0
husband found rabid hockey fans like waited line 4 6 window stickers SJ NHL / AHL hockey .,anger,18,0.16699999999999998,0.111,0,1.0,0.0,1.0,1.0
wanting salty fries McDonald yesterday burning fingers eating bc shits,anger,10,0.0,0.2,0,0.0,0.0,1.0,0.0
offended lies Alexandria Goddard mean Deric friend . Purely fishin expedition .,anger,12,0.0,0.16699999999999998,0,1.0,0.0,1.0,1.0
"Y'all insult coz soccer ? ? ? Lmao , wow ! ! ! ! ! !",anger,16,0.0,0.0,7,0.0,0.0,1.0,0.0
"bitter battle , sweeter victory . . .",anger,8,0.0,0.0,2,1.0,0.0,2.0,1.0
resent biting tongue .,anger,4,0.0,0.0,0,0.0,0.0,1.0,0.0
People grudge enjoy .,anger,4,0.0,0.0,0,0.0,0.0,1.0,0.0
fret scuffs . ’ll scuffs ( … come ) phone use wet handed drop toilet day .,anger,17,0.0,0.0,1,0.0,0.0,0.0,0.0
"ydu yell ' fire ' crowded theater burst flames . cool trick , bu : .",anger,16,0.0,0.0,1,0.0,0.0,1.0,1.0
"Grateful hungry people life ! Hungry learn , change , grow , help , etc - sure anybody better !",anger,20,0.0,0.0,0,1.0,0.0,1.0,0.0
New madden kicking 🚮,anger,4,0.0,0.0,0,0.0,0.0,2.0,1.0
burst crying u realize truly knows unhappy want know,anger,9,0.0,0.0,0,0.0,0.0,0.0,0.0
schneiderlin taking revenge 2 fouls,anger,5,0.0,0.2,0,0.0,0.0,2.0,1.0
angry glass vodka,anger,3,0.0,0.0,0,0.0,0.0,1.0,0.0
"strong , independant practical . stop living world fantasy . snap . faster u reality , better",anger,17,0.0,0.0,0,1.0,0.0,0.0,0.0
know cyran makeup based jeongguk tiddy like suggested,anger,8,0.0,0.0,0,1.0,0.0,0.0,0.0
believe gon na start singing snap stories tractor . Switch little bit .,anger,13,0.0,0.0,0,1.0,0.0,0.0,0.0
testing current earth burst team,anger,5,0.0,0.2,0,0.0,0.0,0.0,0.0
"ppl love damn lot ; erica , joanna , tiff , sirli , harley , anja , ( rest gc bc ran chara ! )",anger,25,0.0,0.0,2,1.0,0.0,1.0,0.0
wait Ninja turtle costume raging OSU Halloween 😈,anger,8,0.125,0.25,0,0.0,0.0,1.0,1.0
best revenge massive success . –Frank Sinatra,anger,7,0.0,0.14300000000000002,0,1.0,0.0,1.0,1.0
"Despite sharing O'Neill article , saddens Gazza case fury sentence remark",anger,11,0.0,0.182,0,1.0,0.0,1.0,1.0
worship feetWhere wrath mercy meetAnd guilty world washedBy love pure stream — Graham Kendrick,anger,14,0.0,0.14300000000000002,0,1.0,0.0,2.0,1.0
"Holding grudge stop blessings God , learn forgive forget 🙏",anger,10,0.0,0.0,0,2.0,0.0,1.0,0.0
hell fury like woman scorned -- William Congreve,anger,8,0.0,0.125,0,1.0,0.0,3.0,2.0
3rd time balls burst games,anger,5,0.0,0.2,0,0.0,0.0,0.0,0.0
"Nurse practitioner : ' look pretty bad . offense course . ' Thank , added spark positivity needed today .",anger,20,0.0,0.05,2,2.0,0.0,2.0,1.0
apparently supposed Scottish accent ? ? ?,anger,7,0.0,0.14300000000000002,2,0.0,0.0,0.0,0.0
guess holding grudge best ',anger,5,0.0,0.0,0,0.0,0.0,1.0,0.0
wasp sting itchy,anger,3,0.0,0.0,0,0.0,0.0,1.0,2.0
Sorry burst bubble century anymore . Welcome 21st century .,anger,10,0.0,0.2,0,1.0,0.0,0.0,0.0
"lost fury , fearing fail ?",anger,6,0.0,0.0,0,0.0,0.0,2.0,3.0
alarm clock ringing morning n flatmate knocked door asked set fire burning alive :) : ): ),anger,17,0.0,0.059000000000000004,0,1.0,0.0,0.0,2.0
bitter hurts lmaooo,anger,3,0.0,0.0,0,0.0,0.0,2.0,1.0
think British political landscape desolate look foaming wasteland think OK,anger,10,0.1,0.1,0,0.0,0.0,1.0,1.0
wise man told holdin ' grudge likeLetting somebody live inside head rent free,anger,13,0.0,0.077,0,1.0,0.0,1.0,0.0
little sister sure hold grudge 😂 😂 😂,anger,8,0.0,0.375,0,0.0,0.0,1.0,0.0
main things m w/ 13c filling void bitter heart making wanted growing,anger,12,0.0,0.0,0,1.0,0.0,1.0,0.0
snap music kept running traffic 2005 - 2007 .,anger,9,0.0,0.111,0,1.0,0.0,0.0,0.0
mind . weak . insult people human .,anger,8,0.0,0.0,0,0.0,0.0,1.0,0.0
grown adult drink drank assume raised raging alcoholic want parts .,anger,11,0.0,0.0,0,0.0,0.0,1.0,2.0
power letting words offend,anger,4,0.0,0.0,0,1.0,0.0,1.0,1.0
Lot 100 Ghandi road rage,anger,5,0.0,0.4,0,0.0,0.0,1.0,1.0
find initiative thing 😧,anger,4,0.0,0.0,0,0.0,0.0,0.0,0.0
got madden 17 2k17 ps4 add TrackdawgT lets run,anger,9,0.0,0.111,0,0.0,0.0,1.0,1.0
best revenge massive success .,anger,5,0.0,0.0,0,1.0,0.0,1.0,1.0
"Tiangong 1 , China space laboratory , come fiery end late 2017 . average decommissioned satellite burns . . .",anger,20,0.0,0.05,2,0.0,0.0,0.0,0.0
", lines Sweden goals sure sting .",anger,7,0.0,0.14300000000000002,0,0.0,0.0,1.0,1.0
bitter,anger,1,0.0,0.0,0,0.0,0.0,1.0,0.0
Recommended reading : Prisoners Hate Aaron Beck,anger,7,0.0,0.14300000000000002,0,0.0,0.0,2.0,2.0
Leveled half . better offense expected second half,anger,8,0.0,0.25,0,0.0,0.0,1.0,0.0
favorite classic cars Plymouth fiery .,anger,6,0.0,0.16699999999999998,0,1.0,0.0,0.0,0.0
"lives order complete amazing life journey successfully , .",anger,9,0.0,0.0,1,3.0,0.0,0.0,0.0
Focus . let love define happy let bitter hurt .,anger,10,0.0,0.0,0,2.0,0.0,2.0,1.0
wish madden story mode . like Fifa 17,anger,8,0.0,0.125,0,1.0,0.0,1.0,1.0
Need new outlet,anger,3,0.0,0.0,0,0.0,0.0,0.0,0.0
"takes man suffer ignorance smile . , matter .",anger,9,0.0,0.0,1,1.0,0.0,0.0,1.0
ESPN assumed wanted free magazines,anger,5,0.2,0.2,0,1.0,0.0,0.0,0.0
easy hold grudge harder let .,anger,6,0.0,0.0,0,0.0,0.0,1.0,0.0
testing,anger,1,0.0,0.0,0,0.0,0.0,0.0,0.0
Happiness best revenge,anger,3,0.0,0.0,0,1.0,0.0,1.0,1.0
forgot nice area fiery hearths,anger,5,0.0,0.0,0,0.0,0.0,0.0,0.0
Like hello ? born laugh jokes .,anger,7,0.0,0.0,0,2.0,0.0,0.0,0.0
naoto nod like tha bands . frown . ' bands ' Papa Roach ' concert . . . ? ',anger,20,0.0,0.05,5,1.0,0.0,0.0,0.0
Rangers v Celtic ll,anger,4,0.0,0.25,0,0.0,0.0,0.0,0.0
think,anger,1,0.0,0.0,0,0.0,0.0,0.0,0.0
study today chemistry playing madden way fun .,anger,8,0.0,0.125,0,2.0,0.0,1.0,1.0
love word fret m heaven,anger,5,0.0,0.0,0,2.0,0.0,0.0,0.0
pray boy huff,anger,3,0.0,0.0,0,0.0,0.0,0.0,0.0
GAMEDAY VS BUFORD TODAY 5:30 HOME ! ! ! ! ! ! ! ! ! EXCITED,anger,16,0.375,0.188,8,2.0,0.0,0.0,0.0
snap : hiAleshia 😃,anger,4,0.0,0.0,0,0.0,0.0,0.0,0.0
need stop second guess thought .,anger,6,0.0,0.16699999999999998,0,0.0,0.0,0.0,0.0
hate y ' frown smiling 💕 ✨,anger,7,0.0,0.0,0,1.0,0.0,1.0,1.0
ordered vacation bathing suits . thing fret .,anger,8,0.0,0.0,0,1.0,0.0,0.0,0.0
Cheap pout brodcast,anger,3,0.0,0.0,0,0.0,0.0,0.0,0.0
Ughhh love clean house incense lit aromatherapy,anger,7,0.0,0.0,0,1.0,0.0,1.0,0.0
month til bday think time flaunt got pretty awesome,anger,9,0.0,0.0,0,2.0,0.0,0.0,0.0
girly sense lashes nails tomboy sense black color refuse ruffle life,anger,11,0.0,0.0,0,0.0,0.0,1.0,0.0
rose incense best thing bought,anger,5,0.0,0.0,0,0.0,0.0,1.0,0.0
Wrinkles merely hide frown . - Mark Twain,anger,8,0.0,0.125,1,0.0,0.0,0.0,1.0
Love new song stop thinking .,anger,6,0.0,0.0,0,1.0,0.0,0.0,0.0
know going nights takes Act God fall asleep .,fear,9,0.0,0.0,0,1.0,0.0,0.0,0.0
"Honestly , awful people internet . . . smh . . .",fear,12,0.0,0.0,4,0.0,0.0,0.0,1.0
Apocalypse hit gym thought . . . wearing vests ! contagious ?,fear,12,0.0,0.0,2,0.0,0.0,1.0,2.0
Okay . Brace . attempt loaf bread morning . use dutch oven . dough .,fear,15,0.0,0.067,0,0.0,0.0,0.0,0.0
worse uber driver drive .,fear,5,0.0,0.0,0,0.0,0.0,0.0,0.0
cried guy night . horrible week week,fear,7,0.0,0.14300000000000002,0,0.0,0.0,1.0,1.0
awful nightmare involving sick worms involved disgusted woke,fear,8,0.0,0.0,0,0.0,0.0,1.0,3.0
"school , classmate music class sang Hallelujah like , god , friend breathless .",fear,14,0.0,0.0,0,5.0,0.0,0.0,0.0
Modern Proverb : ' let intimidate single ; marriages end divorce . ',fear,13,0.0,0.0,2,1.0,0.0,2.0,1.0
"called fat , pushed lockers threaten sue ' 😂",fear,9,0.0,0.111,0,0.0,0.0,1.0,1.0
seeing terrible terrible prescriptions week . going ?,fear,8,0.0,0.0,0,0.0,0.0,2.0,2.0
Dunno y going Yorkshire scare grounds lasted minute Alton towers running fire exit crying,fear,14,0.0,0.14300000000000002,0,0.0,0.0,1.0,3.0
Rooney shocking attempted cross,fear,4,0.0,0.25,0,0.0,0.0,1.0,1.0
awful miss Rooney .,fear,4,0.0,0.25,0,0.0,0.0,0.0,1.0
fun fact : afraid,fear,4,0.0,0.0,0,1.0,0.0,0.0,1.0
upping rooms makes apprehend leaving charcoal ownership : UnZU,fear,9,0.0,0.0,0,0.0,0.0,0.0,1.0
T5ylw ansh a79l shy 7lw mn wayed nas fe whatsapp,fear,10,0.0,0.1,0,0.0,0.0,0.0,0.0
Northampton awful,fear,2,0.0,0.5,0,0.0,0.0,0.0,1.0
Tweeting sporadic wifi tube,fear,4,0.0,0.0,0,0.0,0.0,0.0,0.0
Southend players haunt Man U,fear,5,0.2,0.0,0,0.0,0.0,0.0,1.0
"start growing mustache , Pablo Escobar Halloween ! ! !",fear,10,0.0,0.2,2,0.0,0.0,0.0,0.0
best horror like uncertainty,fear,4,0.0,0.0,0,1.0,0.0,1.0,1.0
Hillary Clinton looked way Saudi war women terror financing bought .,fear,11,0.0,0.182,0,0.0,0.0,1.0,2.0
"horrible cos relate , happy dandy way",fear,7,0.0,0.0,0,1.0,0.0,1.0,1.0
"Gahh . . . BT , queue 30 minutes . . BT Sport dept cancel . . . queue . . .",fear,22,0.091,0.136,7,0.0,0.0,0.0,0.0
pedicure supposed nice honestly nervous rn feet ticklish,fear,8,0.0,0.0,0,0.0,0.0,0.0,1.0
Plus baby 4 days Christmas gon na haunt forever ! ! !,fear,12,0.0,0.083,2,2.0,0.0,0.0,1.0
inha seol banter rly fun read . m awe seol willing deal tho,fear,13,0.0,0.0,1,1.0,0.0,0.0,0.0
