t,a,wc,uwc,ewc,cpc,hc,sc,fc,ac
reached point long time ago generally feel uncomfortable speaking spanish native speakers fluent english,3,0.438,0,0,0,0,0.071,0,0
think feel like posting m certainly planning maintain slightly frantic breakneck pace,3,0.375,0,0,0,0.083,0,0,0.083
wanna tell feel m scared,3,0.156,0,0,0,0,0,0.2,0.2
feel terrified comes way,3,0.125,0,0,0,0,0,0,0.25
started feel paranoid like crazy scam,3,0.188,0,0,0,0.167,0,0.167,0.333
feel threatened changes fear loss,3,0.156,0,0,0,0,0.4,0.4,0.6
m miranda keer okayish looking notamutant ve experienced fair share street harassment feel threatened,3,0.438,0,0,0,0,0,0.143,0.071
noticed feel extremely confused,3,0.125,0,0,0,0,0,0,0
going encourage people face tear soon feel threatened hurt,3,0.281,0,0,0,0.111,0.222,0.222,0.222
feel language love startle strange unfamiliar,3,0.188,0,0,0,0.167,0,0,0
feel like use term describe way life shaken seperated,3,0.281,0,0,0,0.111,0,0,0
feel pressured joneses stupid neurotic daily blogging heck weekly blogging big commitment wanderlust sagitarrius scorpio rising girly girl like,3,0.594,0,0.105,0,0.053,0,0,0.053
left feeling unsure,3,0.094,0,0,0,0,0,0,0
feel m distressed situation handle,3,0.156,0,0,0,0,0.2,0,0.2
think feel nt need uptight kids playing arguing vigorously,3,0.281,0,0,0,0.222,0,0.111,0
looked kazuya questioningly feeling stir heart saw kazuya look hesitant unsure look face,3,0.406,0,0,0,0.077,0,0,0
nt feeling nervous anxious,3,0.125,0,0,0,0,0,0,0.5
feel butterflies stomach realize fearful mom got driving thing,3,0.281,0,0,0,0,0.111,0.111,0.111
takes dates feel feel uprooted little feel shaken dizzy control feel unsure thought knew isn t right,3,0.531,0,0,0,0,0,0,0
moved neighborhood july started bearings m feeling pretty shaky says washington university senior sienna malik,3,0.469,0,0.067,0,0,0,0,0.067
m slowest nt feel pressured surrounded,3,0.188,0,0,0,0,0,0,0
feeling unsure,3,0.062,0,0,0,0,0,0,0
nt feel nervous morning good feeling,3,0.188,0,0.167,0,0.167,0,0,0.167
understand believe brings evening emotionally levels day heavy hearted wondered feeling apprehensive evening,3,0.406,0,0.154,0,0.154,0,0,0.077
feeling little shaken perturbed body day winding silence night fast approaching honestly hold head high tomorrow day,3,0.531,0,0.059,0,0,0,0,0.059
ill unsure feel unsure direction head,3,0.188,0,0,0,0,0.167,0,0.167
lying bed feeling shaky stagger door,3,0.188,0,0,0,0,0.167,0,0
feel confused overwhelmed,3,0.094,0,0,0,0,0.333,0,0
think point feel uncertain,3,0.125,0,0,0,0,0,0,0
want dons world genuine feel inhibited,3,0.188,0,0,0,0,0,0,0
feel reluctant,3,0.062,0,0,0,0,0,0,0
realised constantly feeling nervous uneasy way caffeine system,3,0.25,0,0,0,0,0,0,0.125
wasted time feel paranoid,3,0.125,0,0,0,0,0,0,0.25
d feel pressured began scare away,3,0.188,0,0,0,0,0,0.167,0.167
think professional aspirations share career desires feeling people want buyer unsure means,3,0.375,0,0,0,0.083,0,0,0
remember feeling slightly intimidated speaking professor week ago previously seen balcony bader theatre,3,0.406,0,0.077,0,0,0,0.077,0.077
feeling unsure showed,3,0.094,0,0,0,0,0,0,0
feel weird jeans feeling like dress skirt sitting pew right,3,0.312,0,0,0,0.1,0,0,0
don t blame feeling hesitant taking prescription medication cope social anxiety,3,0.344,0,0,0,0,0.091,0,0.091
need surgery feel scared victimized cry,3,0.188,0,0,0,0,0.333,0.333,0.5
confess feel little apprehensive,3,0.125,0,0,0,0,0,0,0.25
probably feel bit threatened homosexuality people,3,0.188,0,0,0,0,0,0.167,0.167
feel nervous relationship,3,0.094,0,0,0,0.333,0,0,0.333
feel pretty shaken,3,0.094,0,0,0,0,0,0,0
know s bad form bit small piece feeling timid wasn t pleased fact strand tough didn t think difficult bite,3,0.625,0,0,0,0.05,0,0.05,0.05
left feeling confused confident,3,0.125,0,0,0,0.25,0,0,0
feel frightened spark likeness formed,3,0.156,0,0,0,0.2,0.2,0,0.2
maaaaaaaadddd checking stupid cellphone btw love cellphone feel mentally tortured explain new feeling makes scream like screeeeeeammmmmmm like,3,0.562,0,0,0,0.167,0.056,0.111,0.111
sitting desk yesterday feeling restless static coursing veins suddenly felt need create,3,0.375,0,0.083,0,0,0,0,0
feel vulnerable afraid,3,0.094,0,0,0,0,0,0,0.667
want correct feel shy,3,0.125,0,0,0,0,0,0,0
feeling frantic end time away helped recharge batteries start sedate serene frame mind,3,0.406,0,0,0,0.077,0,0.077,0.077
kinda feel agitated slightest reason,3,0.156,0,0,0,0,0,0.2,0
m sure s frustrating fact feel bit vulnerable violated fact bozo better time intelligence create random mischief,3,0.531,0,0,0,0,0.059,0.118,0.118
woke feeling bit restless thinking wasn t going able volunteer animal sanctuary need rethink plans maybe cut short time head different country days,3,0.719,0,0.043,0,0.087,0,0,0
t sleep today feel uncertain future,3,0.188,0,0.167,0,0,0,0,0
m doubt feel vulnerable know essence,3,0.188,0,0,0,0,0,0,0.167
think story makes feel overwhelmed,3,0.156,0,0,0,0,0.2,0,0
feel scared control fat etc,3,0.156,0,0,0,0,0,0.2,0.2
don t feel pressured,3,0.125,0,0,0,0,0,0,0
feel inhibited uncertainties,3,0.094,0,0,0,0,0,0,0
feel like m hiding frightened child inside time grow,3,0.281,0,0,0,0.111,0.111,0,0.222
experienced moments aching deep sadness feeling helpless alter suffering experience,3,0.312,0,0,0,0,0.4,0,0.2
feel afraid wear necklaces gifts friends family add boldly proclaim fact children,3,0.375,0,0,0,0.25,0,0,0.083
love heights better feel don t understand people afraid high places,3,0.344,0,0,0,0.091,0,0,0.091
meet friends girl library dark walking minutes late kept waiting,3,0.312,0,0,0,0.1,0.1,0,0.1
feel like nt fully relax waiting restless vomit diarrhea cough head,3,0.344,0,0,0,0.182,0,0,0
feeling little weird compare big old number young insecure childlike playful silly feel inside,3,0.438,0,0,0,0.143,0.071,0,0
m melodramatic feels like frantic good byes friends town,3,0.281,0,0,0,0.333,0,0,0.111
feel neurotic apathy sort dissapeared,3,0.156,0,0,0,0,0,0,0.2
told big decision told god nt screaming making feel anxious,3,0.312,0,0,0,0.1,0,0.1,0.2
nt help feeling sceptical m sure,3,0.188,0,0,0,0,0,0,0
feel somewhat intimidated m sure d ready kick got groove,3,0.312,0,0,0,0,0,0.2,0.1
feel insecure home,3,0.094,0,0,0,0.333,0.333,0,0
feel terrified,3,0.062,0,0,0,0,0,0,0.5
m telling curry sits mouth nt feel uncomfortable,3,0.25,0,0,0,0,0,0,0
started feel unsure wiped thought mind held yellow safety line,3,0.312,0,0,0,0,0,0,0
know feel overwhelmed m ready learn,3,0.188,0,0,0,0,0.167,0,0
head relates workplace irritable tiny bit lower status response higher making feel momentarily pressured,3,0.438,0,0,0,0,0,0.071,0
feeling anxious weeks welcoming new family member holy crap,3,0.281,0,0.111,0,0.333,0,0,0.111
feel insecure wear clothes sleeves clothes bra visible,3,0.25,0,0,0,0,0.125,0,0
normally better avoiding expensive pre packaged products waitrose feeling bit shaken parking issues bought extra bits calm nerves,3,0.562,0,0,0,0,0,0,0.056
feel afraid m control nice backfire horribly ill end diabetic sweets ve eating,3,0.406,0,0,0,0.077,0.077,0.077,0.231
feel unsure neutral changing want change,3,0.188,0,0,0,0,0,0,0
actually think bikes starting surpass terms intelligence thing computers feel m terrified advancements struggle years things simple don t actually feel challenged piece metal,3,0.75,0,0.042,0,0,0,0,0.083
feel pressured want feel cool don t,3,0.219,0,0,0,0,0,0,0
feel little strange mother law washing laundry folding underwear,3,0.281,0,0,0,0,0,0,0
feel unsure lots new people meet,3,0.188,0,0,0,0,0,0,0
tried tell normal feel uptight moody time period come meds,3,0.312,0,0,0,0,0,0,0
feel nt help feel little bit shy dog great respond dog requested personally explain fact alter loan works,3,0.562,0,0,0,0.056,0,0,0
hear applause background organizer walks hands basket goodies feel uncertain reach accept basket stop grinning ear ear,3,0.531,0,0,0,0.176,0,0,0
disappointment friend,3,0.062,0,0,0,0.5,0.5,0,0
feel bit distressed unable breathe deeply like,3,0.219,0,0,0,0.143,0.143,0,0.143
learned opinions supposed feel like inhibited ability think clearly,3,0.281,0,0,0,0.111,0,0,0
feel strange,3,0.062,0,0,0,0,0,0,0
wish secure feel threatened authority higher,3,0.188,0,0,0,0,0,0.167,0.167
m feeling doubtful things,3,0.125,0,0,0,0,0,0,0
feel uncomfortable unpleasant dad taken simply avoiding sake mental health,3,0.312,0,0,0,0,0.1,0,0
feel frightened vulnerable walk approximately,3,0.156,0,0,0,0,0.2,0,0.4
feel like frantic change coming huge need kinds preparation shopping planning,3,0.344,0,0,0,0.182,0,0,0.091
left feeling confused questioning things gods,3,0.188,0,0,0,0.167,0,0,0
wish knew way turn brain stop feeling insecure,3,0.25,0,0,0,0,0.125,0,0
feeling particularly vulnerable figure wanted write inside card,3,0.25,0,0,0,0,0,0,0.125
m generally shy lovelys ve given butterflies stomach led stumble words feel bashful emotions,3,0.438,0,0,0,0.071,0,0,0
think feeling distraught,3,0.094,0,0,0,0,0.333,0,0
night coming lingadzi inn heard hyena crying lingadzi jungle,3,0.281,0,0.111,0,0,0.111,0,0
feeling little restless,3,0.094,0,0,0,0,0,0,0
feel working gobbles leaving helpless scared,3,0.188,0,0,0,0,0.167,0.167,0.333
feel absolutely tortured times,3,0.125,0,0,0,0,0.25,0.25,0.25
started feeling things ashley reluctant open right,3,0.219,0,0,0,0,0,0,0
forgive accepting allowing feel uncertain application reveal feel uncertain,3,0.281,0,0,0,0,0,0,0
m school work week feel bit pressured looking like stuff t,3,0.344,0,0,0,0.091,0,0,0
high blood sugar life nt understand high blood sugar bathroom times head hurts feel agitated nt concentrate fatigued,3,0.562,0,0,0,0,0.056,0.111,0.167
feel shy post photo imperfectly shaped short nails rough cuticles,3,0.312,0,0,0,0,0,0,0
afraid moving away home moving helsinki studies,3,0.219,0,0,0,0.143,0,0,0.143
important people feel apprehensive,3,0.125,0,0,0,0,0,0,0.25
feel absolutely distraught friend situation think consequences natural miscarriages trying conceive,3,0.344,0,0,0,0.182,0.182,0,0.091
looked feel insecure,3,0.094,0,0,0,0,0.333,0,0
feel like snow globe constantly shaken moving time chaos occurred time stop moment notice,3,0.438,0,0,0,0.071,0.071,0.071,0.071
feel intimidated quality reached lot people class draw different style,3,0.312,0,0,0,0,0,0.1,0.1
think number reason nt wanted real honest feeling want know require changes changes fearful fear acknowledging nt working,3,0.562,0,0,0,0,0.111,0.111,0.111
feel intimidated driving parking lot feel like nt belong,3,0.281,0,0,0,0.111,0,0.111,0.111
nt know feel helpless,3,0.125,0,0,0,0,0.25,0,0.25
m scrolling news feed certain person likes feel pressured like,3,0.312,0,0,0,0.2,0,0,0
usually feel hesitant,3,0.094,0,0,0,0,0,0,0
came away experience feeling confused left sour taste mouth,3,0.281,0,0,0,0,0,0,0
feel uncomfortable sitting book chaise,3,0.156,0,0,0,0,0,0,0
know individual suffered haunting half double home family neighbors started feeling watched possibly paranoid feeling followed eerie feeling looking closet doors bedrooms open door hallway,3,0.781,0,0.04,0,0.08,0.04,0,0.12
feel shy going stores feel like waegook t speak korean gt,3,0.344,0,0,0,0.091,0,0,0
remember feeling scared nervous exited time,3,0.188,0,0,0,0,0,0.167,0.333
couldn t help feel hesitant,3,0.156,0,0,0,0,0,0,0
feel vulnerable like sees public thinking oh s phillip lim skirt,3,0.344,0,0,0,0.091,0,0,0.091
nt need desire nt need desire nt need desire working machines feeling strange strong,3,0.438,0,0,0,0,0,0,0
feel pressured transform body accepted community bianchi represents,3,0.25,0,0,0,0,0,0,0
feel weird listening books hey cares,3,0.188,0,0,0,0,0,0,0
read compare ve feel like wimpy slug,3,0.219,0,0,0,0.143,0,0,0
feel like response called centrists timid careful absolutely,3,0.25,0,0,0,0.125,0,0,0
feel unsure right,3,0.094,0,0,0,0,0,0,0
nt feel intimidated felt beginning class,3,0.188,0,0,0,0,0,0.167,0.167
nt help feel helpless n disappointed,3,0.188,0,0,0,0,0.333,0,0.167
nt help feel bit nervous demon pants buried deep sanitary disposal bin toilet,3,0.406,0,0,0,0,0.154,0.077,0.231
going list random things like way find feeling restless,3,0.281,0,0,0,0.111,0,0,0
nt feel reluctant time guess time return gratitude find zen,3,0.312,0,0,0,0.2,0,0,0
feel anxious,3,0.062,0,0,0,0,0,0,0.5
feel strange power bearing fruit,3,0.156,0,0,0,0.2,0,0,0.2
ve feeling paranoid time came people run started calculating d escape tried attac,3,0.406,0,0,0,0,0,0,0.077
feel reluctant m minority nt like,3,0.188,0,0,0,0.167,0,0,0
swallowed hard loving cared know feelings hesitant share sorted feelings,3,0.312,0,0,0,0.1,0,0,0
feel weird working family reason,3,0.156,0,0,0,0.2,0,0,0
remember liking boys feeling inhibited,3,0.156,0,0,0,0.2,0,0,0
feel apprehensive hesitant tell best,3,0.156,0,0,0,0,0,0,0.2
fall ground dark hole feel totally helpless looking saved al day maybe couple hours,3,0.438,0,0.071,0,0,0.143,0,0.143
got scared remember feeling petrified,3,0.156,0,0,0,0,0,0.2,0.4
started feel little hesitant process,3,0.156,0,0,0,0,0,0,0
ve feeling ve shaken lives,3,0.156,0,0,0,0,0,0,0
feel agitated ok,3,0.094,0,0,0,0,0,0.333,0
feel overwhelmed gratitude,3,0.094,0,0,0,0.333,0.333,0,0
fairly early store relatively quiet staff able spend time feeling pressured,3,0.344,0,0,0,0,0,0,0
pace group legs started feeling shaky,3,0.188,0,0,0,0,0,0,0
feel helpless time,3,0.094,0,0,0,0,0.333,0,0.333
feeling shy italians friendly bit overwhelming introvert like nt speak language,3,0.344,0,0,0,0.182,0.091,0,0
feel restless busyness starting detract spiritual growth,3,0.219,0,0,0,0,0,0,0
working session feel vulnerable look eyes,3,0.188,0,0,0,0,0,0,0.167
feel like timid animal step outside apartment,3,0.219,0,0,0,0.286,0,0,0
feel uncertain feelings thoughts,3,0.125,0,0,0,0,0,0,0
continue self respect getting harm feel like tortured,3,0.25,0,0,0,0.25,0.25,0.25,0.25
feel pressured change,3,0.094,0,0,0,0,0,0,0
feel shy making friends feel better play new friend,3,0.281,0,0,0,0.333,0,0,0
pick left makes feel pressured,3,0.156,0,0,0,0,0,0,0
surprised managed makeup surprisingly nt feel nervous received lot good feedback event,3,0.375,0,0,0,0.25,0,0,0.083
feel like seeing deans skeptical eyes,3,0.188,0,0,0,0.167,0,0,0
afraid feel m terrified having thrown face,3,0.219,0,0,0,0,0,0,0.286
limp home feeling unsure defeated emotionally fragile,3,0.219,0,0,0,0.143,0.143,0,0
feeling hesitant,3,0.062,0,0,0,0,0,0,0
m home feeling unsure,3,0.125,0,0,0,0.25,0,0,0
mean feel tickle toes uncertain thing clear soon possible thing waiting,3,0.344,0,0,0,0,0,0,0
feel uptight sudden,3,0.094,0,0,0,0,0,0,0
know suck thing sigh plus fact recently japanese worse worse reason learning japanese n level like hours day days week having feeling uncertain bout work stuffs,3,0.812,0,0.154,0,0.038,0,0.038,0
feel ease neurotic easily pissed anymore,3,0.188,0,0,0,0,0,0.167,0.167
think quit based needs wants scars people feel uncomfortable self injury makes friends feel like aren t offering support cutting sad teenagers,3,0.688,0,0,0,0.091,0.091,0.045,0.045
feel like s uptight,3,0.125,0,0,0,0.25,0,0,0
feeling tortured,3,0.062,0,0,0,0,0.5,0.5,0.5
m feeling scared like nt face mountain remember gideon,3,0.281,0,0,0,0.111,0,0.111,0.111
ve feeling anxious kind sad sun good,3,0.219,0,0,0,0.286,0.143,0,0.143
t imagine feel hear frantic calls,3,0.188,0,0,0,0,0,0,0.167
started think s going life realize m feeling overwhelmed need catch breath,3,0.375,0,0,0,0,0.083,0,0
list weekly jobs want m sure ask m feeling little paranoid cleaning lady want sure m covering bases,3,0.562,0,0.056,0,0,0,0,0.056
gone hospital research got late reaching home feared reached home quarrel late,3,0.375,0,0,0,0.167,0.083,0.167,0.083
feel like hiding automatically send followers tumblr suspicious,3,0.25,0,0,0,0.125,0,0,0.125
funny feeling slightly terrified commitment thing crave requires,3,0.25,0,0,0,0,0,0,0.125
feel highly uncomfortable interviews know makes feel uncomfortable,3,0.25,0,0,0,0,0,0,0
m going feel agitated semi worthless works,3,0.219,0,0,0,0,0.143,0.143,0
horrible dream night,3,0.094,0,0,0,0.333,0,0.333,0.333
feel anxious sad,3,0.094,0,0,0,0,0.333,0,0.333
want let tell people feel m afraid consequences,3,0.25,0,0,0,0,0,0,0.125
feel ve fearful idea person simply missing present geography,3,0.281,0,0,0,0.111,0.222,0.111,0.111
find downright amusing times feel slugged vulnerable spot knowing ll daughter,3,0.344,0,0,0,0.182,0,0,0.091
need start making calls submitting resume new job m feeling bit timid,3,0.375,0,0,0,0,0,0,0
admit feeling apprehensive day,3,0.125,0,0,0,0,0,0,0.25
feel halifax unprotected vulnerable attack,3,0.156,0,0,0,0,0.2,0.2,0.4
wish properly translate feelings single post m afraid difficult right,3,0.312,0,0,0,0,0,0,0.1
hope helps ironically feel reluctant group feeling like,3,0.25,0,0,0,0.25,0,0,0
feel bliss share anxious spirits burn strong desires thy return,3,0.312,0,0,0,0.2,0,0,0.1
car accident travelling passenger narrow bitumen road night trying overtake semitrailer truck pulled hit wet dirt,3,0.5,0,0.062,0,0,0.062,0.062,0.062
feel afraid hire realise incompetent ll fire wasted weeks,3,0.281,0,0.111,0,0,0,0,0.222
