t,a,wc,uwc,ewc,cpc,hc,sc,fc,ac
"school working math spanish homework , going home 4:30 , taking nap , writing editing 5 essays",0,0.210,0.000,0.118,0,0.059,0.000,0.000,0.000
Time home write life away .,0,0.074,0.000,0.000,0,0.167,0.000,0.000,0.000
"know great mood right . , NOCOMPLAINTS !",0,0.099,0.125,0.125,1,0.125,0.000,0.000,0.000
math home work ! Oh :),0,0.074,0.000,0.000,0,0.167,0.000,0.000,0.000
super excited,0,0.025,0.000,0.000,0,1.000,0.000,0.000,0.000
woke coma . . time exam .,0,0.086,0.000,0.000,1,0.000,0.143,0.000,0.143
"workyy , trying point smile ! ! < 3Lin - Man tonight ! !",0,0.173,0.000,0.071,2,0.071,0.000,0.000,0.000
toy story 3 ! june 2010 . wait long .,0,0.123,0.000,0.200,0,0.000,0.100,0.000,0.000
Remember leave sparkles . ❤ ♥ ✽ ∗•*¨ * ✽ ~Barb,0,0.136,0.000,0.000,2,0.091,0.000,0.000,0.000
present project .,0,0.037,0.000,0.000,0,0.333,0.000,0.000,0.000
Footie training tonight,0,0.037,0.000,0.333,0,0.000,0.000,0.000,0.000
Loves song makes heart race practically forcing dance living room :),0,0.136,0.000,0.000,0,0.273,0.000,0.000,0.091
"Thank Efrian Tavo ! settled Guru , Faza . sweetheart . happy continue journey .",0,0.185,0.000,0.133,0,0.200,0.000,0.000,0.000
"wait . joke , , think . wait . wait . life",0,0.148,0.000,0.000,1,0.000,0.000,0.000,0.000
pub meet friends ( - night ) plus putting tree arvo :-D,0,0.148,0.083,0.167,1,0.083,0.000,0.000,0.000
Jon going Korea officially going child summer .,0,0.099,0.000,0.250,0,0.125,0.000,0.000,0.000
Goooooodmorning,0,0.012,0.000,1.000,0,0.000,0.000,0.000,0.000
Toast morning,0,0.025,0.000,0.000,0,0.000,0.000,0.000,0.000
nice pre mother day dinner . cocktail retiring evening,0,0.111,0.000,0.000,0,0.000,0.000,0.000,0.000
"met mother Scrubs role ! YEAH ! "" Cause FLY !",0,0.136,0.182,0.091,1,0.000,0.000,0.000,0.000
lights . officially Christmas,0,0.049,0.000,0.250,0,0.250,0.000,0.000,0.000
"Chillin rents , looking hilarious old photos . funny !",0,0.123,0.000,0.000,0,0.100,0.000,0.000,0.000
best days everyday ordinary days ? think .,0,0.099,0.000,0.125,0,0.000,0.000,0.000,0.000
"Eurozone meltdown , recession , Iran crisis , pensions crisis . . . happy news programme . . . oh bloody drought warning",0,0.284,0.000,0.043,4,0.043,0.087,0.043,0.174
helping ex - student Uni assignment Skype . . . . got ta love connected world . sudying ' game design ' . better .,0,0.309,0.000,0.040,4,0.040,0.000,0.000,0.000
"Hopefully going work tomorrow ! ! tired having flu . . , love working children , fun play ! !",0,0.247,0.000,0.050,4,0.200,0.000,0.000,0.000
Nungguin Sista law lahiran di RS Asih . . . kayaknya sih sore ini lahiran . Yeayy baby girl family,0,0.247,0.050,0.050,2,0.100,0.050,0.000,0.000
L tomorrow ! time snow !,0,0.074,0.167,0.167,0,0.000,0.000,0.000,0.000
devised bed roaring fire . Improvement ice block feeling night,0,0.123,0.000,0.000,0,0.000,0.000,0.100,0.100
Reds win ! Great end great day,0,0.086,0.000,0.143,0,0.429,0.000,0.000,0.000
Making revision timetable,0,0.037,0.000,0.000,0,0.000,0.000,0.000,0.000
Phew ! Glad physics / chemistry year :-),0,0.099,0.000,0.125,0,0.125,0.000,0.000,0.000
work working homework,0,0.037,0.000,0.000,0,0.000,0.000,0.000,0.000
hour car ride home,0,0.049,0.000,0.250,0,0.250,0.000,0.000,0.000
4year old barked orders director friend decorating christmas tree evening . Biting tongue .,0,0.173,0.000,0.143,0,0.143,0.000,0.000,0.000
"rocked home maccas , signing petition big bang tour aus LOL",0,0.136,0.091,0.000,0,0.091,0.000,0.000,0.091
"Fuck , neeed bed . work 6:45a tomorrow .",0,0.111,0.000,0.111,0,0.000,0.000,0.000,0.000
awarded credit card,0,0.037,0.000,0.000,0,0.333,0.000,0.000,0.000
papers week stomach virus .,0,0.062,0.000,0.000,0,0.000,0.000,0.000,0.000
Mood ThanksGiving Eat,0,0.037,0.000,0.000,0,0.333,0.000,0.000,0.000
weeks filled putting nose book having dates library,0,0.099,0.000,0.125,0,0.000,0.000,0.000,0.000
Star trek SOOOOO AWESOME ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! Spock Kirk hillarious ! ! ! m seeing . sooon .,0,0.617,0.040,0.020,37,0.020,0.000,0.000,0.000
getting ready dads company party tonight . . .,0,0.111,0.000,0.111,2,0.111,0.000,0.000,0.000
Great . . . crazy ex crazier ex girlfriend wanted murder high school classes semester .,0,0.198,0.000,0.000,2,0.062,0.062,0.125,0.125
coffee man sneaky smiley face coffee cup !,0,0.099,0.000,0.000,0,0.125,0.000,0.000,0.000
whoa . showering session,0,0.049,0.000,0.000,0,0.000,0.000,0.000,0.000
Love feeling baby kick :),0,0.062,0.000,0.000,0,0.400,0.000,0.200,0.000
breezy breezy breezy breezy buzzinnnnnn .,0,0.074,0.000,0.000,0,0.000,0.000,0.000,0.000
jb cute ! lmfao -giggles-,0,0.062,0.000,0.000,0,0.000,0.000,0.000,0.000
Going home early today . Gon na catch sleep school work .,0,0.148,0.000,0.083,0,0.083,0.000,0.000,0.000
"ZTE Blade touchscreen stopped working . despair , fixed .",0,0.123,0.100,0.100,0,0.000,0.100,0.000,0.100
Costco bit print photos photobook,0,0.062,0.000,0.200,0,0.000,0.000,0.000,0.000
- God early . Hayley asleep today party day getting stuff ready . x,0,0.173,0.000,0.143,1,0.143,0.000,0.000,0.000
"day Thanksgiving ! thankful freely hum Christmas Songs w / people telling , "" mind ! """,0,0.210,0.000,0.118,2,0.235,0.000,0.000,0.000
Dentist appointment morning . . . :(,0,0.086,0.000,0.143,3,0.000,0.000,0.000,0.000
Cancelled work ridiculous pile books . En route live uni library till wednesday,0,0.160,0.000,0.077,0,0.000,0.077,0.077,0.000
going watch davids . yey,0,0.062,0.000,0.000,0,0.200,0.000,0.000,0.000
Setting alarm 3 1/2 hours later day <3,0,0.099,0.000,0.250,0,0.000,0.000,0.000,0.125
"thing demands lot time ! anyways , got ta breakfast watch naruto latest episode",0,0.173,0.000,0.000,0,0.000,0.000,0.000,0.000
Work 2nd time today,0,0.049,0.000,0.500,0,0.000,0.000,0.000,0.000
Dog slept social studies notes worked Soo hard,0,0.099,0.000,0.000,0,0.000,0.000,0.000,0.000
know beauty smile best curve,0,0.062,0.000,0.000,0,0.400,0.000,0.000,0.000
confident . . goodness alive .,0,0.074,0.000,0.000,1,0.500,0.000,0.000,0.000
bio lab today ! . . . Christmas arrived early ,0,0.136,0.000,0.182,3,0.091,0.000,0.000,0.000
love face wash makes face break red splotches,0,0.099,0.000,0.000,0,0.125,0.000,0.000,0.000
feel like Smith scene Pursuit Happyness crying walking .,0,0.111,0.000,0.222,0,0.111,0.111,0.000,0.000
weather pretty nice outside today :),0,0.074,0.000,0.167,0,0.000,0.000,0.000,0.000
police statement,0,0.025,0.000,0.000,0,0.000,0.000,0.000,0.000
"minute spend angry , lose 60 seconds happiness . Clichè , true",0,0.148,0.000,0.083,0,0.083,0.083,0.083,0.000
Goodnight . Chemistry Business law exam tomorrow .,0,0.099,0.000,0.250,0,0.000,0.000,0.000,0.000
Today goin great feeling bless n mind body soul filled,0,0.123,0.000,0.100,0,0.300,0.000,0.000,0.000
Field trip waste water treatment plant,0,0.074,0.000,0.000,0,0.000,0.000,0.000,0.000
nice day . . . working,0,0.074,0.000,0.167,2,0.000,0.000,0.000,0.000
complain ! Damn stp bein depressing ! prayandask God sme,0,0.123,0.000,0.000,0,0.100,0.200,0.100,0.100
Bom dia ! Good Morning ! Guten Morgen ! returning Twitter !,0,0.148,0.000,0.083,0,0.083,0.000,0.000,0.000
"feel like shit , work 7 - 3",0,0.099,0.000,0.125,0,0.125,0.000,0.125,0.000
rothlisberger helped field christmas comes early,0,0.074,0.000,0.000,0,0.167,0.000,0.000,0.000
Heading work !,0,0.037,0.000,0.000,0,0.000,0.000,0.000,0.000
Tae kwon doe test cheer pictures . . .,0,0.111,0.000,0.111,2,0.111,0.000,0.000,0.000
Woken sleep step puddle !,0,0.062,0.000,0.000,0,0.000,0.000,0.000,0.000
Oh wait . . . multiple test tomorrow .,0,0.111,0.000,0.111,2,0.000,0.000,0.000,0.000
sheer french profanity . . .,0,0.074,0.000,0.000,2,0.000,0.000,0.167,0.000
", hell hell week . chai latte fall . Annddddd finally time sleep !",0,0.173,0.000,0.143,0,0.000,0.143,0.143,0.143
live long prosper,0,0.037,0.000,0.000,0,0.333,0.333,0.000,0.000
helping mom set new tv day,0,0.074,0.000,0.000,0,0.000,0.000,0.000,0.000
Lie Tell Truth Wo Hurt,0,0.062,0.000,0.000,0,0.000,0.400,0.200,0.200
found dollar pocket laundry . Highlight week .,0,0.099,0.000,0.125,0,0.000,0.000,0.000,0.000
stand waiting inside way contacting,0,0.062,0.000,0.000,0,0.000,0.000,0.000,0.000
m longest day tmr . . work n work shoulda ova break . .,0,0.173,0.000,0.000,2,0.000,0.000,0.000,0.000
know aliyah help Nefesh BNefesh contact . love talk .,0,0.123,0.000,0.100,0,0.100,0.000,0.000,0.000
Greys Anatomy fuckn awesome atm ! !,0,0.086,0.000,0.143,1,0.143,0.000,0.000,0.000
10 days Freedom ! ! ! ! ! ! Damn xams ! !,0,0.160,0.000,0.077,6,0.077,0.000,0.077,0.000
maybe drill hole ? LOL OH SNAP ! ( sorry resist ),0,0.148,0.250,0.000,1,0.000,0.000,0.083,0.000
"Library , hall meeting , library oh . . . 31 degrees outside .",0,0.173,0.000,0.071,2,0.000,0.000,0.000,0.000
South - Korean email pal . Happy !,0,0.099,0.000,0.125,0,0.125,0.000,0.000,0.000
"pub , spend rest evening drawing boats .",0,0.099,0.000,0.125,0,0.000,0.000,0.000,0.000
time saw Rachel glee tell job pole said 5th grade boy look confused,0,0.160,0.000,0.154,0,0.077,0.000,0.000,0.000
Durango . Chaperoning party . interesting . catching internet surfing drinking woodchuck . ha .,0,0.185,0.000,0.067,0,0.067,0.000,0.000,0.000
"Namaste ! Hooray Monday ! Undaunted 3 wakeup , consider 9 London feel justified . Bright !",0,0.210,0.000,0.176,0,0.059,0.000,0.000,0.000
"weekend , brothers Christ church asked : "" seen Jesus rise dead ? "" 1John 1:1 - 4",0,0.222,0.000,0.222,2,0.167,0.056,0.056,0.056
busy creating new logo site,0,0.062,0.000,0.000,0,0.000,0.000,0.000,0.000
"grrrr , nt enjoy b - e - - utiful day ! finish -damned essay philosophy",0,0.198,0.000,0.000,2,0.000,0.000,0.000,0.000
[ Moment levity B41 ] Baby : want ISIS ! ISIS ! Mom : Shh ! Baby : want ISIS ! West Indian woman : wants ? Mom : * Ices * .,0,0.407,0.121,0.121,2,0.061,0.000,0.000,0.000
"absolutely love Laurie Hernandez , adorable cheerful !",0,0.099,0.000,0.125,0,0.375,0.000,0.000,0.000
Wedding today :') Tears,0,0.049,0.000,0.250,0,0.250,0.000,0.000,0.000
Watching Fresh Prince Bel Air ;D,0,0.074,0.167,0.167,0,0.167,0.000,0.000,0.000
played piano good 2 hours . . . . nt !,0,0.136,0.000,0.091,3,0.182,0.000,0.000,0.000
trains stopped middle said problem,0,0.062,0.000,0.000,0,0.000,0.000,0.000,0.000
"Sharpened pencil today , sharpened 1999 . ✏ ️",0,0.111,0.000,0.222,0,0.000,0.000,0.000,0.000
Bogue chitto bound broke cruise control,0,0.074,0.000,0.000,0,0.167,0.000,0.000,0.000
Getting ARI training couple days,0,0.062,0.200,0.400,0,0.000,0.000,0.000,0.000
Oh set table million people nt like,0,0.086,0.000,0.143,0,0.143,0.000,0.000,0.000
miss concert Tuesday . like time machine . . . fun . . .,0,0.173,0.000,0.071,4,0.143,0.071,0.000,0.000
G'night Twitterverse ! Thanks keeping entertained ! !,0,0.099,0.000,0.000,1,0.250,0.000,0.000,0.000
Getting ready work,0,0.037,0.000,0.000,0,0.000,0.000,0.000,0.000
feeling happy despite work need today ! ! ! Happy times,0,0.136,0.000,0.091,2,0.182,0.000,0.000,0.000
Let long hours studying begin,0,0.062,0.000,0.200,0,0.000,0.200,0.000,0.000
Today baseball game ! BATS !,0,0.074,0.167,0.167,0,0.000,0.000,0.000,0.000
Fuquay parade ! ! time perform happines ! ! :),0,0.123,0.000,0.100,3,0.100,0.000,0.000,0.000
Got braces tightened today . got McDonalds ! HAHA Sport tomorrow yay yay yay ! Netball tryouts . . wish luck team ! : l,0,0.309,0.040,0.120,2,0.120,0.000,0.000,0.000
excited jam + auditions,0,0.049,0.000,0.000,0,0.250,0.000,0.000,0.000
recently saw 3 digit number - time decade - starts 1 . Checked twice . . . AAAAAHHHHH ! ! ! ! !,0,0.284,0.043,0.087,6,0.000,0.000,0.000,0.000
getting talk lady gaga actually cares . . .,0,0.111,0.000,0.000,2,0.000,0.000,0.000,0.000
"thnkn bout yesterday . . best day ! 2day Virtus vs Treviso da futurshow . . hard game , got ta win ! FORZA RAGAZZI ! ! !",0,0.346,0.071,0.107,4,0.036,0.000,0.036,0.000
Waking early tomorrow finish assignment,0,0.062,0.000,0.000,0,0.000,0.000,0.000,0.000
Happy Star Wars Day . 4TH,0,0.074,0.167,0.000,0,0.167,0.000,0.000,0.167
certain hilarity people angry protests national anthem flag acts covered 1st Amendment .,0,0.160,0.000,0.077,0,0.077,0.000,0.077,0.000
Waking realising clothes left wardrobe season jus cause cba washing,0,0.123,0.000,0.000,0,0.000,0.000,0.000,0.000
"getting ready read , pray , bed . Enjoy rest night",0,0.136,0.000,0.000,0,0.000,0.000,0.000,0.000
"river flowing city God - sacred home God gods . """,0,0.136,0.000,0.000,1,0.364,0.000,0.000,0.000
"Dear Daniel , good news Nintendo ! want potential Lotchecktester ! Hoffentlich wirds mit der Stelle",0,0.198,0.000,0.312,0,0.062,0.000,0.000,0.000
"se si sea mi subconsciente y llevo tooda la mañana cantando que bonita época , dicese de esta ; Navidad :)",0,0.259,0.000,0.048,0,0.000,0.000,0.000,0.000
got home work . . . . chugging big bottle apple juice .,0,0.160,0.000,0.000,3,0.077,0.000,0.000,0.000
"work 45 min , 2 hours",0,0.074,0.000,0.333,0,0.000,0.000,0.000,0.000
""" Life better share , especially know fulfillment . """,0,0.123,0.000,0.000,1,0.100,0.000,0.000,0.000
Love having sociology text book exercise book having essay tomorrow,0,0.123,0.000,0.100,0,0.100,0.000,0.000,0.000
life support designed joyful .,0,0.062,0.000,0.000,0,0.000,0.000,0.000,0.000
day work tomorrow . . .,0,0.074,0.000,0.167,2,0.000,0.000,0.000,0.000
"Tomorrow lectures , tutorials 2 hour seminar 10 minutes .",0,0.123,0.000,0.300,0,0.000,0.000,0.000,0.000
animated little thing post tomorrow ll Good Thursday . . nice . . .,0,0.173,0.000,0.143,3,0.143,0.000,0.000,0.000
Community responsibility workshop,0,0.037,0.000,0.000,0,0.000,0.000,0.000,0.000
Order Pizza Pizza Girl ! sing ! love new song . excited new song JB PARANOID 4 days,0,0.222,0.111,0.056,0,0.167,0.000,0.000,0.056
apparently follow twitter hear won award zillion times,0,0.099,0.000,0.125,0,0.125,0.000,0.000,0.000
realized night - realize right bed . waiting shot warm . . .,0,0.160,0.000,0.077,2,0.000,0.077,0.077,0.077
Couples married amazing wedding pictures,0,0.062,0.000,0.000,0,0.600,0.000,0.000,0.000
Finally left house ! gloomy outside .,0,0.086,0.000,0.000,0,0.000,0.143,0.000,0.000
class hate lazy . . . . AP Spanish .,0,0.123,0.100,0.200,3,0.000,0.100,0.100,0.100
chirp chirp ! beautiful white red bird ! 🐦,0,0.111,0.000,0.000,0,0.111,0.000,0.000,0.000
night free . . . Work 3 days $ $ $ $ $ $ $ $ $,0,0.210,0.000,0.118,2,0.059,0.000,0.000,0.000
sick chest cold . . . . feel . . . . going good . . . .,0,0.222,0.000,0.000,9,0.056,0.056,0.000,0.056
"Cmon ran food 5hr flight , seats bathroom cue row mate gurgling snore .",0,0.173,0.000,0.143,0,0.000,0.000,0.000,0.000
Officially class semester ! crazy time flies . . . finals . .,0,0.160,0.000,0.000,3,0.000,0.000,0.077,0.077
hair drying think m start christmas list,0,0.086,0.000,0.000,0,0.143,0.000,0.000,0.000
Guess ? mom adopted kitty today ( 11 months ) Corky,0,0.136,0.000,0.273,0,0.000,0.000,0.000,0.000
Day Christmas Party . Day biggest spot face 2011 .,0,0.123,0.000,0.300,0,0.200,0.000,0.000,0.000
Eating polystyrene Saturday night !,0,0.062,0.000,0.400,0,0.000,0.000,0.000,0.000
Good mornin twiggas .,0,0.049,0.000,0.000,0,0.250,0.000,0.000,0.000
"love App things , hella awesome bro .",0,0.099,0.000,0.000,0,0.250,0.000,0.000,0.000
best way spread Christmas cheer singing loud hear,0,0.099,0.000,0.125,0,0.375,0.000,0.000,0.000
pay health insurance like sparkling water Brussels sprouts think adult,0,0.123,0.000,0.100,0,0.200,0.000,0.000,0.000
weird habit rolling yoga mat apparent reason o_O,0,0.099,0.000,0.000,0,0.000,0.000,0.000,0.000
Wanting turn furthest lane way street ! ! !,0,0.111,0.000,0.000,2,0.000,0.000,0.000,0.000
Biology book looonnng night . !,0,0.074,0.000,0.000,1,0.000,0.000,0.000,0.000
Moms taking urgent care . :(,0,0.074,0.000,0.000,1,0.000,0.000,0.000,0.000
going STC tomorrow mom brother . . . LOL,0,0.111,0.222,0.222,2,0.111,0.000,0.000,0.000
Curry dinner tonight,0,0.037,0.000,0.333,0,0.000,0.000,0.000,0.000
aww son gave purple g shock mother day,0,0.099,0.000,0.125,0,0.000,0.000,0.000,0.125
wanna play . . . .,0,0.074,0.000,0.000,3,0.167,0.000,0.000,0.000
found Twitter account dedicated bad punning .,0,0.086,0.000,0.143,0,0.000,0.000,0.143,0.143
Psych study guide need study . . .,0,0.099,0.000,0.000,2,0.000,0.000,0.000,0.000
mirana told shut singing glee . . .,0,0.099,0.000,0.000,2,0.250,0.000,0.000,0.000
Supporting work ministry tithes offerings unto GOD !,0,0.099,0.125,0.000,0,0.125,0.000,0.000,0.000
liking twitter everyday .,0,0.049,0.000,0.250,0,0.250,0.000,0.000,0.000
schooool fake people -____-,0,0.049,0.000,0.000,0,0.000,0.000,0.000,0.000
plan Christmas break : shut room play Knights Old Republic Mass Effect . food .,0,0.185,0.000,0.133,0,0.133,0.000,0.000,0.000
making debut tonight ? right . . . class .,0,0.123,0.000,0.100,2,0.000,0.000,0.000,0.000
"know , pro - actively playful . want press boobs face , Tatenashi . saying , . =3",0,0.222,0.000,0.056,1,0.056,0.000,0.000,0.000
eating pizza wings fries + vanilla milkshake <33,0,0.099,0.000,0.000,0,0.000,0.000,0.000,0.000
forgot product hair night . today . .,0,0.099,0.000,0.250,1,0.000,0.000,0.000,0.000
"wooo recovering running race life yest ! ! ! managed 36 mins 44secs , bad absolutley trianing",0,0.210,0.000,0.059,2,0.000,0.000,0.059,0.059
finished loading AIM6 . 9 guess ! updates Twitter ! Message : katie arttt,0,0.173,0.071,0.071,0,0.000,0.000,0.000,0.000
Driving downtown buffalo time . .,0,0.074,0.000,0.000,1,0.000,0.000,0.000,0.000
""" Liev sint . Ik wil een kitten en barbie en pop en knuvobeer . Ik wul hamsteur . Ik wil vissen . Ik hoop ik d krijg . Sint en piet """,0,0.407,0.000,0.030,0,0.000,0.000,0.000,0.000
new supernatural tonight !,0,0.049,0.000,0.250,0,0.000,0.000,0.000,0.000
"wake dream laughing stupid , makes laugh",0,0.086,0.000,0.000,0,0.429,0.000,0.000,0.000
love going macdintons night woken hours gotten home family bike ride,0,0.136,0.000,0.000,0,0.273,0.000,0.000,0.000
"Tonight wanna laying bed , instead ill chasing 2 children age 2",0,0.148,0.000,0.250,0,0.000,0.083,0.000,0.167
Ok mother fucking duet hysterical LOL,0,0.074,0.167,0.000,0,0.000,0.000,0.000,0.167
"played bit pool buddies . . . . going bed , work tomorrow",0,0.160,0.000,0.077,3,0.077,0.000,0.000,0.000
"Weeping endure night , comes morning ! Guess ? Sunday Morning !",0,0.148,0.000,0.250,0,0.000,0.083,0.000,0.000
wait tomorrow . got ta moving forward !,0,0.099,0.000,0.125,0,0.000,0.000,0.000,0.000
Orthodontist apt . today .,0,0.062,0.000,0.200,0,0.000,0.000,0.000,0.000
life grafter . . . ai pretty . . . . positive note . . . caught 615 train everyday week . . .,0,0.296,0.000,0.083,9,0.042,0.000,0.000,0.000
"eaten , feel extremely bloated . . . fun .",0,0.123,0.000,0.000,2,0.100,0.000,0.000,0.000
looks like m spending thanksgiving soccer team -_- nt let face fool m happy deep deep inside,0,0.210,0.000,0.000,0,0.176,0.059,0.000,0.000
"headache , runny nose sore throat",0,0.074,0.000,0.000,0,0.000,0.167,0.000,0.000
starting video editing spanking movie Mina . . . added update,0,0.136,0.000,0.091,2,0.000,0.000,0.091,0.091
accounting homework throw relaxed sunday night state mind .,0,0.111,0.000,0.222,0,0.111,0.000,0.000,0.000
discovered pinnacle human civilisation : Ocado iPad App .,0,0.111,0.000,0.000,0,0.000,0.000,0.000,0.000
""" stumble . . fall . . . moved """,0,0.123,0.000,0.000,3,0.000,0.000,0.000,0.000
Happy morning Sunshine 4 ! driving windows singing smiling wearing shoes Kirsten !,0,0.160,0.000,0.077,0,0.308,0.000,0.000,0.000
decorating christmas tree half broken fingeeerr ! (;,0,0.099,0.000,0.125,0,0.125,0.125,0.000,0.125
way dog tells happy thanksgiving throwing room .,0,0.099,0.000,0.000,0,0.250,0.000,0.000,0.000
got humped 15 year old boy Liverpool St station,0,0.111,0.000,0.222,0,0.000,0.000,0.000,0.000
got home wonderful day family ! ! fun today .,0,0.123,0.000,0.100,1,0.400,0.000,0.000,0.000
